Paper_No,Molecular_Markers,Paper_ID,ES_ID,Journal,Pub_Year,Pop_region,Year_sampled,Duration_sampling,IUCN_Category,Living_Type,Sampling_size,Aquatic_Family_Refined,Genus,Population_ID,Water_type,IUCN_Code,IUCN_value,IUCN_clade,clade2,Latitude,Latitude_Clade,Longitude,He,MDR,ISO,MTWQ,Elevation,slope,Evaporation,AMT,MTDQ,PWM,PDM,AMP,Channel,Discharge,anthrome_clade,iso_clade2,BOD,Fecal,TDS,TP,TNFux,WT,TN_nitrite1
P1_1,AFLP,Zhang_et_al,1,Molecular_Ecology,2010,South_America,2009,15,Common,Floating,3,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,14.1,1401,Arable Land,Artificial,-32.95,South_temper,-60.67,1,11.5,0.45275589,23.01666641,29,89.27330017,1.473333329,17.44166756,11.13333321,139,34,85,46350.46485,2.53440247,Urban,clade40,83.64790535,3446.526367,404.367068,691.7086792,14.75297832,17.84685961,2.016148806
P1_2,AFLP,Zhang_et_al,2,Molecular_Ecology,2010,South_America,2009,15,Common,Floating,10,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,1.6,106,Subtropical/tropical moist lowland,Forest,-3.12,South_tropical,-59.88,0.644,7.716666698,0.812280884,26.35000038,10,89.79292297,2.920000037,26.86666679,27.18333435,298,61,185.0833333,915454981.3,79204.94336,Woodlands,clade80,0.002156296,0.522144713,7.333523194,471.989502,16.79090691,27.44384702,0.600511611
P1_3,AFLP,Zhang_et_al,3,Molecular_Ecology,2010,South_America,2009,15,Common,Floating,31,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,1.6,106,Subtropical/tropical moist lowland,Forest,-3.1,South_tropical,-60.05,0.351,8.216667175,0.813531342,26.48333359,41,89.91220856,2.905000031,26.98333359,27.30000114,314,78,200,278180196,21840.58504,Urban,clade80,0.002069087,0.427658298,8.958429257,512.7582397,15.26827908,27.62186368,0.594929934
P1_4,AFLP,Zhang_et_al,4,Molecular_Ecology,2010,South_America,2009,15,Common,Floating,14,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,1.6,106,Subtropical/tropical moist lowland,Forest,-3.78,South_tropical,-73.3,0.495,10,0.862068939,26.29999924,92,88.79975128,2.882500033,26.23333359,25.76666641,302,157,236.8333333,716693.4271,5.596429308,Dense settlements,clade80,1.580352296,259.2560959,59.08103879,453.0597839,11.59844494,26.84999275,0.516970098
P1_5,AFLP,Zhang_et_al,5,Molecular_Ecology,2010,Eastern_Asia,2009,15,Common,Floating,36,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,14.1,1401,Arable Land,Artificial,29.62,North_temper,106.52,0.398,6.375,0.23181818,27.60000038,304,89.68628693,1.711666668,18.48749924,8.933333397,199,20,96.91666667,10344045.46,1357.370524,Villages,clade20,6.742644568,1455.560562,568.6254781,565.5402222,42.73717117,17.34041782,1.355368853
P1_6,AFLP,Zhang_et_al,6,Molecular_Ecology,2010,Eastern_Asia,2009,15,Common,Floating,31,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,1.9,109,Forest-Subtropical/tropical swamp,Forest,25,North_temper,102.63,0.323,10.39166641,0.461851845,19.81666565,1888,89.72039795,1.417500014,15.13749981,9,186,14,76.41666667,10215.63834,0.593226247,Urban,clade40,1720.654898,1037236.048,30304.93077,641.2124634,23.23328972,15.69073673,1.455815792
P1_7,AFLP,Zhang_et_al,7,Molecular_Ecology,2010,Eastern_Asia,2009,15,Common,Floating,29,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,14.3,1403,Plantations,Artificial,22.85,North_tropical,108.23,0.534,7.200000286,0.313043461,28.5,86,89.9308548,2.109166672,21.98333359,15.69999981,240,31,121.25,7228.308731,1.319158152,Villages,clade20,276.4065145,6437.953308,6829.352214,467.7625732,31.97848511,22.28824552,1.042352676
P1_8,AFLP,Zhang_et_al,8,Molecular_Ecology,2010,Eastern_Asia,2009,15,Common,Floating,28,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,14.3,1403,Plantations,Artificial,22.83,North_tropical,108.27,0.578,7.391666889,0.319985561,28.70000076,80,89.68196869,2.109166672,22.22083282,15.96666622,231,30,118.3333333,15562658.33,936.2366613,Urban,clade20,3.902970165,484.7798487,428.1065992,467.7625732,31.97848511,22.12305133,1.055065155
P1_9,AFLP,Zhang_et_al,9,Molecular_Ecology,2010,Eastern_Asia,2009,15,Common,Floating,31,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,2.2,202,Savanna-Moist,Savanna,24.47,North_temper,118.08,0.49,7.199999809,0.314410477,27.75,6,89.95826721,2.145833343,21.06666565,19.46666718,169,24,90.08333333,529420.4834,1.250218422,Urban,clade20,394.2682048,101309.6064,51176.87889,492.8019104,24.78240013,22.27350044,1.061354756
P1_10,AFLP,Zhang_et_al,10,Molecular_Ecology,2010,Southern_Asia,2009,15,Common,Floating,34,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,3.6,306,Shrubland-Subtropical/tropical moist,Shrubland,-6.48,South_tropical,106.83,0.499,7.816666603,0.822807007,25.68333435,127,89.14595032,2.560000042,26.13333321,26.08333397,360,164,270.8333333,47673.7653,10.70736893,Villages,clade80,32.55968044,7730.98822,197.1036599,429.9589844,38.6689949,27.33844694,0.614219964
P1_11,AFLP,Zhang_et_al,11,Molecular_Ecology,2010,Southern_Asia,2009,15,Common,Floating,41,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,1.9,109,Forest-Subtropical/tropical moist montane,Forest,-7.27,South_tropical,110.45,0.689,8.383333206,0.806089783,23.43333435,491,89.93889618,2.379166663,23.75,23.56666756,332,38,193.1666667,9898.393565,27.92185307,Villages,clade80,84.52837706,74772.32729,989.3917313,431.0412903,35.40811157,26.39695422,0.518005073
P1_12,AFLP,Zhang_et_al,12,Molecular_Ecology,2010,Southern_Asia,2009,15,Common,Floating,28,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,11.1,1101,Continental Slope/Bathyl Zone (2000-4000m),Forest,6.9,North_tropical,79.85,0.442,6.81666708,0.695578156,27.35000038,14,89.96199799,2.861666679,27.70000076,27.54999924,385,70,202.6666667,171846.8666,3.071352442,Urban,clade60,56.73471292,84463.51888,422.6646474,342.9427795,30.37904358,27.85834185,0.506928027
P1_13,AFLP,Zhang_et_al,13,Molecular_Ecology,2010,Africa,2009,15,Common,Floating,25,Pontederiaceae,Eichhornia,Eichhornia_crassipes,Freshwater,14.4,1404,Rural Gardens,Artificial,0.1,North_tropical,34.75,0.08,11.96666622,0.819634705,20.33333397,1599,89.65203857,1.62166666,20.07500076,20.75,283,80,160.3333333,212330.4154,37.31336594,Villages,clade80,7.386003812,3863.07017,80.01639748,581.5765381,20.80275917,22.07544136,0.729950964
P3_1,AFLP,Han_et_al,1,Biochemical_Systematics_and_Ecology,2014,Eastern_Asia,2011,13,Common,Submerged,24,Potamogetonaceae,Potamogeton,Potamogeton_pectinatus_L,Freshwater,14.3,1403,Plantations,Artificial,24.38,North_temper,102.79,0.211,10.20833302,0.472608032,20.61666679,1720,89.76316833,1.506666655,16.12083244,10.14999962,174,12,73.91666667,20672.80007,2.309626778,Villages,clade40,873.3337491,710483.5775,5276.437571,599.3137817,26.15550232,16.46080971,1.186360717
P3_2,AFLP,Han_et_al,2,Biochemical_Systematics_and_Ecology,2014,Eastern_Asia,2011,13,Common,Submerged,24,Potamogetonaceae,Potamogeton,Potamogeton_pectinatus_L,Freshwater,14.3,1403,Plantations,Artificial,24.35,North_temper,102.8,0.237,10.04166698,0.469236755,20.31666565,1771,89.91452789,1.490000005,15.86250019,9.933333397,177,12,74.58333333,20672.80007,2.309626778,Villages,clade40,873.3337491,710483.5775,5276.437571,599.3137817,24.79648399,16.46080971,1.137735605
P3_3,AFLP,Han_et_al,3,Biochemical_Systematics_and_Ecology,2014,Eastern_Asia,2011,13,Common,Submerged,24,Potamogetonaceae,Potamogeton,Potamogeton_pectinatus_L,Freshwater,14.3,1403,Plantations,Artificial,24.32,North_temper,102.8,0.226,10.14166641,0.471705437,20.46666718,1731,89.84296417,1.502499993,16.00416756,10.01666641,179,11,74.91666667,11015.38131,0.30637586,Villages,clade40,204.3358637,233659.8509,1345.080154,599.3137817,24.79648399,16.40376218,1.11342299
P3_4,AFLP,Han_et_al,4,Biochemical_Systematics_and_Ecology,2014,Eastern_Asia,2011,13,Common,Submerged,24,Potamogetonaceae,Potamogeton,Potamogeton_pectinatus_L,Freshwater,14.3,1403,Plantations,Artificial,24.31,North_temper,102.77,0.177,10.40833282,0.473106041,20.64999962,1720,89.8158493,1.509999991,16.12916756,10.05000019,177,11,74.58333333,11015.38131,0.30637586,Villages,clade40,204.3358637,233659.8509,1345.080154,599.3137817,24.79648399,16.40376218,1.086036444
P3_5,AFLP,Han_et_al,5,Biochemical_Systematics_and_Ecology,2014,Eastern_Asia,2011,13,Common,Submerged,24,Potamogetonaceae,Potamogeton,Potamogeton_pectinatus_L,Freshwater,1.9,109,Forest-Subtropical/tropical moist montane,Forest,24.6,North_temper,102.95,0.2,10.07499981,0.46860466,20.03333282,1778,89.82326508,1.459166681,15.52916622,9.583333015,174,12,74,4000.189962,0.266596196,Villages,clade40,144.6268361,141028.6663,944.9909643,641.2124634,21.85108757,15.86825748,1.453013062
P3_6,AFLP,Han_et_al,6,Biochemical_Systematics_and_Ecology,2014,Eastern_Asia,2011,13,Common,Submerged,24,Potamogetonaceae,Potamogeton,Potamogeton_pectinatus_L,Freshwater,1.9,109,Forest-Subtropical/tropical moist montane,Forest,24.51,North_temper,102.93,0.214,9.550000191,0.459134636,19.98333359,1780,89.87565613,1.465833351,15.47500038,9.566666603,172,11,74.33333333,88677.00586,3.544777373,Croplands,clade40,62.63850307,40362.79997,556.8101756,641.2124634,27.98908043,17.10787642,1.405453324
P3_7,AFLP,Han_et_al,7,Biochemical_Systematics_and_Ecology,2014,Eastern_Asia,2011,13,Common,Submerged,24,Potamogetonaceae,Potamogeton,Potamogeton_pectinatus_L,Freshwater,1.9,109,Forest-Subtropical/tropical moist montane,Forest,24.42,North_temper,102.9,0.206,10.26666641,0.473118286,19.76666641,1803,89.88512421,1.465833341,15.38333321,9.5,176,12,75,53600.79558,2.690831582,Rangelands,clade40,970.7306763,680374.054,6675.008685,599.3137817,27.98908043,16.73493894,1.277742386
P3_8,AFLP,Han_et_al,8,Biochemical_Systematics_and_Ecology,2014,Eastern_Asia,2011,13,Common,Submerged,24,Potamogetonaceae,Potamogeton,Potamogeton_pectinatus_L,Freshwater,14.3,1403,Plantations,Artificial,24.39,North_temper,102.82,0.199,9.758333206,0.471417084,20.25,1760,89.85086823,1.489166672,15.83749962,10.03333378,174,12,74.08333333,20672.80007,2.309626778,Villages,clade40,873.3337491,710483.5775,5276.437571,599.3137817,26.15550232,16.46080971,1.216821313
P4_1,ISSR,Song_et_al,1,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,59,Poaceae,Leersia,Leersia_hexandra,Freshwater,14.3,1403,Plantations,Artificial,26.8211,North_temper,113.475,0.188,8.558333397,0.278773079,22.26666641,102,89.74507141,1.783333356,17.95416641,9.416666985,214,46,121.75,92411.05868,7.438733498,Woodlands,clade20,21.27212483,7334.898519,364.0198123,514.6300659,17.24987793,17.79025451,0.809277833
P4_2,ISSR,Song_et_al,2,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,7,Poaceae,Leersia,Leersia_hexandra,Freshwater,14.5,1405,Urban Areas,Artificial,23.1842,North_tropical,114.4377,0.122,7.383333206,0.325256958,27.35000038,32,89.9471817,2.0725,22.16666603,16.26666641,312,32,152.75,3887122.146,385.1394958,Villages,clade20,2.504982452,585.5624364,207.0350393,406.4851379,32.75053024,22.07346026,0.750326931
P4_3,ISSR,Song_et_al,3,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,24,Poaceae,Leersia,Leersia_hexandra,Freshwater,14.4,1404,Rural Gardens,Artificial,21.3638,North_tropical,110.3995,0.209,6.291666508,0.319373932,28.56666565,6,89.90937805,2.297500024,23.21249962,18.03333282,297,25,145.4166667,944960.875,8.462466965,Villages,clade20,15.1959571,6493.564789,491.7658145,561.2210693,29.02042198,24.15622902,0.901677787
P4_4,ISSR,Song_et_al,4,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,19,Poaceae,Leersia,Leersia_hexandra,Freshwater,2.2,202,Savanna-Moist,Savanna,23.8651,North_temper,113.5224,0.141,8.175000191,0.325697212,24.70000076,64,89.87779999,2.010833323,21.3125,14.76666641,305,32,148.0833333,52792.71973,7.764944196,Villages,clade20,16.89485697,9512.51178,189.7338454,412.3785706,21.49537086,22.41433652,0.770686984
P4_5,ISSR,Song_et_al,5,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,12,Poaceae,Leersia,Leersia_hexandra,Freshwater,2.2,202,Savanna-Moist,Savanna,21.9058,North_tropical,110.8555,0.171,7.300000191,0.347619057,28.46666718,55,89.60939026,2.203333318,23.06666756,17.71666718,320,24,156.5,78403.50944,5.820025369,Villages,clade20,32.36301398,16580.88336,292.775184,390.5364075,35.17396164,23.60737292,0.937984765
P4_6,ISSR,Song_et_al,6,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,17,Poaceae,Leersia,Leersia_hexandra,Freshwater,14.3,1403,Plantations,Artificial,21.9388,North_tropical,110.911,0.092,7.391666889,0.353668289,27.76666641,50,89.64087677,2.203333318,22.92916679,17.55000114,316,24,153.9166667,1078914.341,54.94841536,Villages,clade20,35.01100953,8998.8137,8541.857585,390.5364075,35.17396164,23.44708188,0.914511859
P4_7,ISSR,Song_et_al,7,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,22,Poaceae,Leersia,Leersia_hexandra,Freshwater,14.2,1402,Pastureland,Artificial,22.9877,North_tropical,116.225,0.145,6.366666794,0.31833334,27.76666641,15,89.93930817,2.206666688,22.07500076,17.28333282,258,30,126.9166667,4700027.021,37.63176465,Villages,clade20,17.43057412,11697.91673,593.9651248,561.5767212,23.80823708,18.25510597,1.057219148
P4_8,ISSR,Song_et_al,8,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,12,Poaceae,Leersia,Leersia_hexandra,Freshwater,14.3,1403,Plantations,Artificial,23.2907,North_tropical,113.9124,0.167,7.283333778,0.318049507,26.85000038,66,89.73927307,2.050833334,21.56666756,15.64999962,285,34,144.25,16818992.4,70.77606065,Villages,clade20,0.389859354,104.396464,81.29012235,406.9864807,31.67160034,21.01777077,0.952573597
P4_9,ISSR,Song_et_al,9,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,47,Poaceae,Leersia,Leersia_hexandra,Freshwater,14.3,1403,Plantations,Artificial,24.1237,North_temper,117.5441,0.197,7.483333588,0.326783104,27.83333397,13,89.90100861,2.138333321,21.31666756,16.06666756,199,27,101.8333333,59081.93099,3.258444756,Villages,clade20,16.64368165,2722.174937,199.5683467,448.6755981,23.1734066,21.62764422,1.025991797
P4_10,ISSR,Song_et_al,10,Aquatic_Botany,2006,Eastern_Asia,2003,21,Common,Emergent,6,Poaceae,Leersia,Leersia_hexandra,Freshwater,5.5,505,Wetlands (inland)-Permanent freshwater lakes (over 8 ha),Wetlands,31.119,North_temper,121.0176,0.106,6.358333111,0.212653294,23.53333282,4,88.38989258,1.584166656,15.8125,12.26666641,150,36,79.58333333,1662472.052,3.684622946,Villages,clade20,479.3977582,272741.3389,37154.86334,819.7364502,48.59468079,16.22388379,1.457870126
P6_1,ISSR,Abbasi_et_al,1,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,4.4,404,Grassland-Temperate,Grassland,34.307,North_temper,50.554,0.136,12.96666718,0.337673607,5.433333397,1319,89.94006348,0.738333339,15.72500038,26.66666603,38,0,17.5,598582.1328,77.83047946,Rangelands,clade20,2.258060118,990.7628708,266.7324651,675.3652344,4.567761898,15.51661857,0.489579529
P6_2,ISSR,Abbasi_et_al,2,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,14.1,1401,Arable Land,Artificial,35.168,North_temper,47.804,0.135,15.50833321,0.371012764,4.099999905,1904,89.40073395,0.541666662,10.5625,21.79999924,67,1,31.75,5847.090691,0.383886381,Villages,clade20,783.5314736,1911796.561,2971.377317,727.4871826,8.075406075,14.3235008,1.433950782
P6_3,ISSR,Abbasi_et_al,3,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,14.1,1401,Arable Land,Artificial,36.961,North_temper,46.105,0.117,12.125,0.32681942,11.98333359,1294,89.32479095,0.74333333,12.9958334,23.75,75,2,34.83333333,2403241.911,116.7650202,Villages,clade20,15.9159836,6658.230286,1192.952887,714.1679688,13.34913635,13.82887949,1.164962292
P6_4,ISSR,Abbasi_et_al,4,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,4.4,404,Grassland-Temperate,Grassland,31.864,North_temper,51.156,0.12,15.25833321,0.381458321,1.633333206,2239,89.94216919,0.44833333,11.79583359,22.01666641,52,0,21.83333333,41752.51009,1.202310162,Croplands,clade20,14.07962133,33911.69735,584.9825045,740.9224243,7.308699131,13.94064502,1.174287677
P6_5,ISSR,Abbasi_et_al,5,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,3.4,304,Shrubland-Temperate,Shrubland,31.045,North_temper,50.817,0.125,14.47500038,0.374031029,3.75,2273,89.93263245,0.429166662,13.73750019,24.70000076,59,1,24.66666667,45379.41935,27.36048214,Rangelands,clade20,6.02292305,7684.097707,220.8657532,746.0145874,6.805910587,16.00722428,0.838188231
P6_6,ISSR,Abbasi_et_al,6,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,14.1,1401,Arable Land,Artificial,32.372,North_temper,51.225,0.22,15.33333302,0.386230049,4.416666508,1767,89.70320129,0.569166675,14.29166698,24.48333359,42,0,17.91666667,611069.0833,76.62285682,Villages,clade20,2.183936035,1763.942332,1959.366124,658.024353,10.94577026,14.47057772,1.23954463
P6_7,ISSR,Abbasi_et_al,7,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,8.3,803,Desert-Cold,Desert,32.552,North_temper,51.513,0.224,13.89166641,0.375450478,5.366666317,1610,89.17865753,0.613333332,14.77916622,24.60000038,32,0,13.75,1291484.883,92.01772888,Villages,clade20,12.45322782,8943.508748,1934.809682,658.1514893,22.77536964,17.12691931,1.388785243
P6_8,ISSR,Abbasi_et_al,8,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,1.4,104,Forest-Temperate,Forest,37.113,North_temper,49.533,0.117,8.508333206,0.313960648,12.28333378,72,89.78430939,1.49166665,14.73750019,21.03333282,152,24,84.33333333,5105.505077,1.83816506,Croplands,clade20,122.2561683,28683.00913,342.776001,628.8587036,13.94157696,20.27293317,1.26625216
P6_9,ISSR,Abbasi_et_al,9,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,4.4,404,Grassland-Temperate,Grassland,31.955,North_temper,50.718,0.123,15.50833321,0.383869629,1.599999905,2141,89.86754608,0.464166666,12.85416698,23.16666603,60,0,26,970.7893269,1.222790258,Villages,clade20,27.89566571,25046.31808,217.6510206,750.5609741,6.629684448,14.10920886,1.09168601
P6_10,ISSR,Abbasi_et_al,10,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,4.4,404,Grassland-Temperate,Grassland,30.657,North_temper,51.601,0.134,14.29166698,0.378086433,4.299999714,1815,89.25803375,0.555000002,15.20416641,25.31666565,51,0,19.83333333,48080.46663,25.03408223,Villages,clade20,6.778063074,10619.22827,242.7802951,727.9790649,7.877672672,15.96552201,0.917223811
P6_11,ISSR,Abbasi_et_al,11,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,14.5,1405,Urban Areas,Artificial,31.456,North_temper,48.932,0.135,14.99166679,0.382440491,13.33333397,23,88.38989258,1.139999996,25.36250114,36.34999847,74,0,24.91666667,6148.503584,0.102265742,Rangelands,clade20,25.62615619,13507.02905,1415.101098,651.1604004,13.34763622,28.60604207,1.405425549
P6_12,ISSR,Abbasi_et_al,12,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,14.1,1401,Arable Land,Artificial,35.492,North_temper,48.452,0.117,15.74166679,0.366938629,3.733333111,1807,89.67499542,0.598333327,10.36250019,21.76666641,54,1,27.08333333,15785.36816,0.799756173,Rangelands,clade20,7.6395426,15498.71086,207.0113792,684.8328857,6.675853729,12.59438497,1.10570085
P6_13,ISSR,Abbasi_et_al,13,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,2.1,201,Savanna-Dry,Savanna,29.828,North_temper,52.043,0.134,15.77499962,0.406572151,4.766666889,2156,89.16899872,0.491666667,14.6291666,25.14999962,46,1,18.16666667,3907.020467,0.855977277,Rangelands,clade40,63.57137491,53695.90334,225.6289603,757.7076416,12.07635403,14.93860034,1.13207376
P6_14,ISSR,Abbasi_et_al,14,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,8.2,802,Desert-Temperate,Desert,32.195,North_temper,48.255,0.137,14.86666584,0.378286705,12.51666641,81,88.80709076,1.133333316,23.98333359,35.26666641,86,0,30.58333333,13027.2207,0.674417404,Villages,clade20,118.2250549,13038.05263,1599.631063,722.9656372,6.348974705,25.81753922,1.528882384
P6_15,ISSR,Abbasi_et_al,15,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,2.1,201,Savanna-Dry,Savanna,29.661,North_temper,51.983,0.134,15.3083334,0.40074173,4.699999809,2154,89.91994476,0.498333337,14.61250019,24.96666718,48,1,19.25,1631.927965,2.375621673,Croplands,clade40,27.13170499,11092.33683,267.6392392,698.8701172,8.815098763,15.67335431,1.087562799
P6_16,ISSR,Abbasi_et_al,16,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,8.2,802,Desert-Temperate,Desert,32.382,North_temper,48.41,0.117,14.8083334,0.373005867,12.34999943,141,89.47595215,1.113333325,24.03750038,35.5,97,0,34.5,4172196.51,547.8956961,Urban,clade20,0.140480241,83.88383341,179.912192,722.9656372,11.22721386,19.32809349,1.348337054
P6_17,ISSR,Abbasi_et_al,17,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,2.1,201,Savanna-Dry,Savanna,32.206,North_temper,49.445,0.134,14.65833378,0.372985573,10.11666679,755,89.94068909,0.827500006,22.01250076,32.83333206,87,0,34.25,2013.177958,1.254252119,Rangelands,clade20,6.109296754,6062.006709,336.2574768,629.9663086,8.187123299,20.89437246,0.771694601
P6_18,ISSR,Abbasi_et_al,18,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,14.1,1401,Arable Land,Artificial,31.476,North_temper,48.42,0.137,14.84166622,0.38449913,13,21,87.00629425,1.134166653,24.62916565,35.53333282,62,0,21.91666667,13635.57015,0.2301189,Villages,clade20,27.37790613,4540.369751,3020.060242,693.470459,8.829258919,27.18475707,1.349963427
P6_19,ISSR,Abbasi_et_al,19,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,3.5,305,Shrubland-Subtropical/tropical dry,Shrubland,31.719,North_temper,47.991,0.126,15.15833282,0.399956017,12.75,10,88.2244339,1.136666646,24.00416565,34.6333313,61,0,21.75,211317.1387,0.812610676,Villages,clade20,6.104863848,6626.366176,935.4911957,621.4733887,7.341934204,26.25654475,1.113552809
P6_20,ISSR,Abbasi_et_al,20,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,8.1,801,Desert-Hot,Desert,31.673,North_temper,48.824,0.117,14.54166698,0.380671921,13.13333321,26,86.58757782,1.129999995,24.90416718,35.65000153,77,0,26.83333333,191767.9877,1.334539264,Croplands,clade20,1.893212706,527.7257752,11382.62455,764.3220215,9.064080238,26.21121343,1.326888204
P6_21,ISSR,Abbasi_et_al,21,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,3.4,304,Shrubland-Temperate,Shrubland,35.52,North_temper,46.177,0.134,13.52499962,0.340680084,3.066666842,1314,89.78430939,0.665833329,13.89583302,25.41666603,172,0,76.08333333,6067.518005,1.208867001,Villages,clade20,143.9386759,32512.43787,719.8673325,742.2176514,9.93683815,13.65523446,0.843149722
P6_22,ISSR,Abbasi_et_al,22,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,14.1,1401,Arable Land,Artificial,29.696,North_temper,52.054,0.177,15.92500019,0.410438156,5.349999905,2029,89.94059753,0.529166661,15.29583359,25.66666794,46,1,18.41666667,15634.19495,5.97518749,Rangelands,clade40,6.607909183,4898.160065,229.6919734,757.7076416,8.815098763,15.64886904,1.110049367
P6_23,ISSR,Abbasi_et_al,23,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,14.1,1401,Arable Land,Artificial,37.947,North_temper,47.528,0.134,12.61666679,0.332893562,8.166666985,1683,89.76563263,0.67833334,8.666666985,18.79999924,59,8,22.75,9895.128907,1.616093507,Villages,clade20,50.80514155,125481.5613,403.3849602,749.6144409,9.737569809,11.97794006,0.851903677
P6_24,ISSR,Abbasi_et_al,24,Turkish_Journal_of_Botany,2021,Mid_Asia,2019,5,Common,Submerged,10,Potamogetonaceae,Zannichellia,Zannichellia_L,Freshwater,6,600,"Rocky Areas (e.g., inland cliffs, mountain peaks)",Rocky,36.268,North_temper,59.253,0.125,13.03333282,0.35610199,3.049999952,1780,89.72451782,0.608333327,9.391666412,19.5,66,1,27.41666667,222.0212984,0.22750544,Rangelands,clade20,33.19054753,29689.16057,113.8107899,709.0876465,11.41942596,12.37007821,1.009972453
